id,name,final_specific_general_term
18848,"Toothbrush - Extra Clean - Saturday 14 and Sunday, September 15th only.- limit of 4 - 99 ¢ per additional article",review needed
18851,Partially skimmed milk 1% - Purfiltr,review needed
18850,Peanut Butter - Whipped - Saturday 29th and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,review needed
18873,Partially skimmed milk 2% - Purfiltre - * Bonus 20 points m,review needed
18618,cracker,review needed
18615,Cookies - Saturday 15 and Sunday 16 December only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound,cookies
18610,spinach babies,review needed
18305,Frozen dinner - Stouffer's,review needed
18306,Honey - President's Choice - See Varieties In Store,review needed
18309,Fondue at Parmesan,review needed
18317,Rice Squares - Rice Krispies,review needed
18321,Cookies - Celebration,cookies
18327,Frozen Whipped Flooring - Cool Whip - Best Prices year,review needed
18337,Chocolate Grains - Chipits - Lower price of the year,review needed
18339,tortillas,review needed
18340,Fruit Juice - Zoo Fruit,review needed
18346,"Batteries - Saturday, 22 and Sunday 23 June only.- Limit of 4 - $ 13.79 The rest of the week or by item outside.",review needed
18205,White potatoes - from Quebec,potatoes
18207,Moisturizing Cream - Classic,review needed
18209,Biological Lawyer - Mexico,review needed
18599,Apple Compote - Free,review needed
18581,Sofoper Gruau,review needed
18583,"Brown eggs with omega-3, big caliber",review needed
18584,Plain flour,review needed
18523,Bleach,review needed
18598,Cookies - Goglu,cookies
18601,Maple syrup - see varieties in store,review needed
18212,Pizza Frozen Pouches - McCain - * Bonus 30 Points M,review needed
18606,Organic food for baby,review needed
18607,Brussels sprouts,review needed
18609,"Beef, Roast, Pointe de Sirlonge",review needed
18570,Frozen sugar tart,review needed
18567,Barres - Chewy Super Grains,review needed
18580,Antisodorific or deodorant,review needed
18578,Licorice,licorice
18573,Lip Balm - Baby Lips,review needed
18592,Frozen Calzones - See Varieties in-store,review needed
18521,waffles,review needed
18517,Protein Bars - Special K,review needed
18512,Fruit snacks - Fruits,review needed
18458,Toothbrush - twister,review needed
18444,Apples Russet - Quebec - Canada of Fantasy - Best Awards of the Year,review needed
18443,Chicken Eggs Free - Gros Caliber,review needed
18441,Crunchy peanut butter,review needed
18436,Disinfecting wipes,review needed
18460,Cantaloupe - Central America,review needed
18435,Textile softening in leaves,review needed
18432,Assorted tomatoes - Mexico,review needed
18419,"Frozen Pizza - Casa di Mama - Saturday 27 and Sunday, October 28th only - Limit of 4",review needed
18566,"Hauts of fresh chicken leg boneless, skinless",review needed
18565,Tissue Paper - Pack of 6 Boxes,tissue paper
18564,Lettuce Boston Duo - Quebec,review needed
18226,Frozen fruit - President's choice - See in-store variety,review needed
18218,Anjou pears - Washington - Extra Fantasy Category,review needed
18219,Beets - Quebec,review needed
18286,Frozen Whipped Flooring - Cool Whip - Best Prices year,review needed
18281,"Peanut Butter - Creamy - Saturday 4th and Sunday, January 5th, only - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week",review needed
18272,Gruau - See Varieties in-store,review needed
18267,Cookies - Goglu,cookies
18247,Wipers - Max - Saturday 18 and Sunday 19 May only - Limit of 4 - $ 5.99 The rest of the week or by article out of bounds,review needed
18246,Small White Potatoes - From Quebec - Canada No 1,potatoes
18292,Organic tortilla moths,review needed
18243,Ice Cream - Real Cream - See Varieties In Store,review needed
18239,Tissue Papers - Pack of 6 Boxes,tissue paper
18234,Organic blueberries,review needed
18232,Coffee with k-cup buckets - Max Boost,review needed
18224,Frozen meal - Michelina's - * Exception: Signature,review needed
18561,Sliced Charcuterie - See Varieties In-store,review needed
18242,Pulp Powder - Fleischman's,review needed
18408,"Brown eggs with omega-3, big caliber",review needed
18409,Jam,jam
18410,Spread,review needed
18524,Frozen Pizza - Giuseppe,review needed
18529,"Beef, counter-fillet, with bone",review needed
18534,groats,review needed
18537,Textile softening in leaves,review needed
18539,Cereal - Special K,review needed
18543,Cookie mix,cookies
18544,Frozen thin crust pizza - rustico,review needed
18556,Chewing gum,review needed
18557,Peanut Butter - See Varieties In Store,review needed
18844,Greek yogurt - see varieties in store,review needed
18841,Tropical Gold pineapple,review needed
14469,Frozen meal - Hungry-man - See in store varieties,review needed
18710,Yogurt,review needed
18761,Antiperspirants - see varieties in store,medicine
18767,couscous,review needed
18768,Ice Cream - Real Cream - See Varieties In Store,review needed
18770,Antiperspirants - Advance,medicine
18778,Meal Set - Stackers Lunch Mate,review needed
18779,Cereal - Mini Wheats,review needed
18747,Garbage bags - see varieties in store,review needed
18782,Tender bars - Fiber 1 - 25 miles as a bonus for the purchase of 3. - August 30 only!,review needed
18785,K-Cup bucket coffee,review needed
18790,Perfume enhancer for laundry,review needed
18792,Tissue Paper - Pack of 6 Boxes,tissue paper
18798,"Refrigerated orange juice, with pulps - View varieties in store - Limit of 4 - $ 3.99 per additional item",review needed
18752,Cleaner - See Varieties In stock,review needed
18756,Gas Drink - Saturday 29 and Sunday 30 September only - Limit of 4,review needed
18774,K-Cup bucket coffee,review needed
18799,Yogurt - minigo - see varieties in store,review needed
18703,spinach babies,review needed
18626,Chocolate - Swiss Luxury - See Varieties in-store,review needed
18629,Cream 35%,review needed
18632,Cereal - Krave,review needed
18635,Tomatoes Roma de Serre - Canada - Canada No 1,review needed
18637,Cheese Taste - Amooza!Twists - * Bonus 20 Points M,review needed
18638,Garden salad - from the United States,review needed
18641,Cheese - Mozzarella,review needed
18644,Ice cream - Cremerie style - See in store varieties,review needed
18648,Soup mixture in sachets,review needed
18653,"Peanut butter - all natural - Saturday 14 and Sunday, September 15th only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit",review needed
18656,Handkerchief papers,review needed
18751,spinach babies,review needed
18745,Lince-Mouth - Ultra Clean,review needed
18840,Fruit Drink - See Varieties In Store,review needed
14470,Tissue Papers - Pack of 6 Boxes,tissue paper
14476,Frozen Bagel Bags - Bagel Cocks,review needed
14477,Ice Cream With Vanilla,review needed
14483,Refrigerated dessert,review needed
14486,Ice Cream With Vanilla,review needed
14488,Margarine,review needed
14491,Chocolate syrup - Nesquik,review needed
14493,Crunchy bars - Special K,review needed
18742,Cream 3% - Ultra'creme,review needed
14494,Yogurt,review needed
14499,Peanut Butter,review needed
14502,Cheese - Classic - Buy 2 and get free 1 biological soup the large (600 ml).Value of $ 5.99,review needed
14504,Frozen Pizza - Ristorante - Saturday 2 and Sunday October 3rd only - Limit of 4 - $ 3.99 per additional item - $ 3.99 The rest of the week,review needed
14505,Apple Compote - Free,review needed
14471,Scented oil - save $ 1 more when buying 1 product with a good-discount in store,review needed
14474,Black Forest Smoked Ham Without Nitrite Sliced,review needed
14490,Coffee with k-cup buckets - original mix,review needed
19831,Smoked sausages coated with frozen dough - Original - * 50 Points Bonus m,review needed
16569,Frozen Fries - Red Stick,review needed
16573,Frozen meal - Hungry-man - See in store varieties,review needed
18713,feta cheese,review needed
18716,Vitamin C - 500 mg,review needed
18719,Frozen Pizza - Ristorante - Saturday 2 and Sunday October 3rd only - Limit of 4 - $ 3.99 per additional item - $ 3.99 The rest of the week,review needed
18721,Disinfecting wipes,review needed
18725,Frozen Rissolted Potato Sticks - From Thursday 22 to Sunday November 25th Only - The Rest of Week $ 1.99,review needed
18727,Frozen vegetables,review needed
18730,Hygienic buffers - Pearl,review needed
18732,Half Smoked Hair Boneless - Toupie Genre,review needed
18735,Creamy and light peanut butter,review needed
18737,Capillary Color - Natural Instincts,review needed
18739,Eye Tracer - Infallible,review needed
18740,Peanut Butter - All Natural,review needed
18658,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
18659,Grated cheese - President's choice - See in-store variety,review needed
18993,Hygienic Paper - Waterfalls,review needed
18979,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit",review needed
18980,"Honey - Selection, Irresistibles Naturalia - See Varieties In store",review needed
18985,Crunchy peanut butter,review needed
18986,Tea in sachets - Orange PEKOE,review needed
18988,sports drink,review needed
18901,Peanut Butter - All Natural,review needed
18994,Sliced charcuterie - see varieties in store,review needed
18662,Sliced charcuterie - see varieties in store,review needed
18998,Yogurt,review needed
18999,sports drink,review needed
19002,Gasified mineral water - see varieties in store,review needed
19003,Frozen fries potatoes - Superfries,review needed
18971,spinach babies,review needed
18963,Frozen Whipped Flooring - Cool Whip - Best Prices year,review needed
18977,Fragrant jasmine rice,review needed
18975,Chicken Popcorn - Thursday 9 to Sunday 12 January only,review needed
18987,"Jam, jelly, marmalade, spread - see varieties in store",jam
18801,Licorice,licorice
18897,Wiper - See Varieties in-store,review needed
18889,Spread,review needed
18805,Disinfecting wipes,review needed
18810,Gluten-free walnut butter - NUTS TO YOU - View varieties in store,review needed
18811,Red Potatoes - From Quebec - Canada No 1,potatoes
18813,Bars - Brownie Max,review needed
18814,Chocolate Breaks - Chipits,review needed
18818,fisheries,review needed
18827,U-shaped buffers,review needed
18828,Licorice - NIBS - See Varieties in-store,licorice
18829,Fruit - see varieties in store,review needed
18838,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",review needed
18839,"chopped beef, skinny",review needed
18956,Nutritional Supplement - Pediasure,review needed
18953,Cookies - Goglu,cookies
18670,Hygienic Towels - Radiant,review needed
18663,Meal Set - Mate Lunch,review needed
18702,tomatoes,review needed
18700,Peppers Organic Oranges of Serre - Canada or Mexico,review needed
18696,Strawberries - Quebec - Canada # 1 - 300 points optimum,review needed
18695,Licorice - NIBS - See Varieties in-store,licorice
18691,Duxelles of frozen mushrooms,review needed
18708,Flavored pale tuna,review needed
18689,Laundry Detergent - Pods,review needed
18682,Blanching Blandes - 3D White Vivid Whitestrips,review needed
18680,Peanut Butter - Crunchy - Saturday 19 and Sunday 20 January alone - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,review needed
18677,Refrigerated fruit juice - Trop50 - Limit of 4 - $ 3.49 per additional item,review needed
18673,Bleach,review needed
18672,Fresh black figs - from the United States,review needed
18687,Sliced charcuterie - see varieties in store,review needed
18942,Frozen Pastry - Toaster Strudel,review needed
18625,Training panties - Pull-UPS - Sizes: 2T-5T,review needed
18800,spinach babies,review needed
18804,Honey - Unnamed,review needed
18908,mozzarella cheese,review needed
18915,Cats Food - Cat Chow - Save $ 1.50,review needed
18917,Cream 35% - Ultra'creme,review needed
18918,Towel - Tuff,review needed
18919,Dog Tapers - Denta Stix,review needed
18923,Dog Tapers - Beggin Strips,review needed
18926,Papaya,review needed
18927,Battery,review needed
18931,Frozen fried chicken,review needed
18941,Refrigerated fruit juice mix - Tropics - See in store varieties,review needed
13740,Refrigerated slippers,review needed
18414,Tartinade - Triple Fruit,review needed
15959,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
15785,Instant coffee,review needed
15784,Rice - Bistro Express Risotto - View Varieties in store,review needed
15783,"Liquid Washer, -35 ℃ - Unnamed - Saturday 9th and Sunday November 10th!- limit of 4 - $ 3.49 the rest of the week or by article out of bounds",review needed
15887,Tissue Papers - Pack of 6 Boxes,tissue paper
15892,Ice Cream With Vanilla,review needed
15984,Biscuits - Maxi-Fruit - See Varieties In store,review needed
15962,Snack,review needed
